,ABS,ActiveSafetySysNote,AdaptiveCruiseControl,AdaptiveDrivingBeam,AdaptiveHeadlights,AdditionalErrorText,AirBagLocCurtain,AirBagLocFront,AirBagLocKnee,AirBagLocSeatCushion,AirBagLocSide,AutoReverseSystem,AutomaticPedestrianAlertingSound,AxleConfiguration,Axles,BasePrice,BatteryA,BatteryA_to,BatteryCells,BatteryInfo,BatteryKWh,BatteryKWh_to,BatteryModules,BatteryPacks,BatteryType,BatteryV,BatteryV_to,BedLengthIN,BedType,BlindSpotIntervention,BlindSpotMon,BodyCabType,BodyClass,BrakeSystemDesc,BrakeSystemType,BusFloorConfigType,BusLength,BusType,CAN_AACN,CIB,CashForClunkers,ChargerLevel,ChargerPowerKW,CoolingType,CurbWeightLB,CustomMotorcycleType,DaytimeRunningLight,DestinationMarket,DisplacementCC,DisplacementCI,DisplacementL,Doors,DriveType,DriverAssist,DynamicBrakeSupport,EDR,ESC,EVDriveUnit,ElectrificationLevel,EngineConfiguration,EngineCycles,EngineCylinders,EngineHP,EngineHP_to,EngineKW,EngineManufacturer,EngineModel,EntertainmentSystem,ErrorCode,ErrorText,ForwardCollisionWarning,FuelInjectionType,FuelTypePrimary,FuelTypeSecondary,GCWR,GCWR_to,GVWR,GVWR_to,KeylessIgnition,LaneCenteringAssistance,LaneDepartureWarning,LaneKeepSystem,LowerBeamHeadlampLightSource,Make,MakeID,Manufacturer,ManufacturerId,Model,ModelID,ModelYear,MotorcycleChassisType,MotorcycleSuspensionType,NCSABodyType,NCSAMake,NCSAMapExcApprovedBy,NCSAMapExcApprovedOn,NCSAMappingException,NCSAModel,NCSANote,NonLandUse,Note,OtherBusInfo,OtherEngineInfo,OtherMotorcycleInfo,OtherRestraintSystemInfo,OtherTrailerInfo,ParkAssist,PedestrianAutomaticEmergencyBraking,PlantCity,PlantCompanyName,PlantCountry,PlantState,PossibleValues,Pretensioner,RearAutomaticEmergencyBraking,RearCrossTrafficAlert,RearVisibilitySystem,SAEAutomationLevel,SAEAutomationLevel_to,SeatBeltsAll,SeatRows,Seats,SemiautomaticHeadlampBeamSwitching,Series,Series2,SteeringLocation,SuggestedVIN,TPMS,TopSpeedMPH,TrackWidth,TractionControl,TrailerBodyType,TrailerLength,TrailerType,TransmissionSpeeds,TransmissionStyle,Trim,Trim2,Turbo,VIN,ValveTrainDesign,VehicleDescriptor,VehicleType,WheelBaseLong,WheelBaseShort,WheelBaseType,WheelSizeFront,WheelSizeRear,Wheels,Windows
1796,Standard,,,,,,,1st Row (Driver and Passenger),,,1st and 2nd Rows,Standard,,,2,,,,,,,,,,,,,,,,,Crew/Super Crew/Crew Max,Pickup,,Hydraulic,Not Applicable,,Not Applicable,Standard,Standard,,,,,,Not Applicable,Standard,,5000,305.1187204736,5,,4x2,,Standard,,Standard,,,V-Shaped,,8,395,,294.5515,Ford,5.0L 4V,,0,0 - VIN decoded clean. Check Digit (9th position) is correct,Standard,,Gasoline,,,,"Class 2E: 6,001 - 7,000 lb (2,722 - 3,175 kg)",,,,,,,FORD,460,"FORD MOTOR COMPANY, USA",976,F-150,1801,2020,Not Applicable,Not Applicable,Light Pickup,Ford,,,,F-Series pickup,,,Number of Seats: 5/6,,,,,,,Standard,KANSAS CITY,Kansas City,UNITED STATES (USA),MISSOURI,,,,,Standard,,,Manual,2,,Standard,,,Left-Hand Drive (LHD),,Direct,,,Standard,Not Applicable,,Not Applicable,,Automatic,,,,1FTEW1C50LKD28139*BA,,1FTEW1C5*LK,TRUCK ,,,,,,4,
1797,Standard,,,,,,,1st Row (Driver and Passenger),,,1st and 2nd Rows,Standard,,,2,,,,,,,,,,,,,,,,,Crew/Super Crew/Crew Max,Pickup,,Hydraulic,Not Applicable,,Not Applicable,Standard,Standard,,,,,,Not Applicable,Standard,,3500.0,213.58310433156,3.5,,4WD/4-Wheel Drive/4x4,,Standard,,Standard,,,V-Shaped,,6,375.00,,279.637500,Ford,,,0,0 - VIN decoded clean. Check Digit (9th position) is correct,Standard,,Gasoline,,,,"Class 2E: 6,001 - 7,000 lb (2,722 - 3,175 kg)",,,,,,,FORD,460,"FORD MOTOR COMPANY, USA",976,F-150,1801,2020,Not Applicable,Not Applicable,Light Pickup,Ford,,,,F-Series pickup,,,Number of Seats: 5/6,,,,,,,Standard,KANSAS CITY,Kansas City,UNITED STATES (USA),MISSOURI,,,,,Standard,,,Manual,2,,Standard,,,Left-Hand Drive (LHD),,Direct,,,Standard,Not Applicable,,Not Applicable,,Automatic,,,,1FTEW1E43LKE61160*BA,,1FTEW1E4*LK,TRUCK ,,,,,,4,
1798,,,,,,,,1st Row (Driver and Passenger),,,1st and 2nd Rows,,,,,,,,,,,,,,,,,,,,,Crew/Super Crew/Crew Max,Pickup,,Hydraulic,Not Applicable,,Not Applicable,,,,,,,,Not Applicable,,,2700.0,164.76410905577,2.7,,4WD/4-Wheel Drive/4x4,,,,,,,V-Shaped,,6,325,,242.3525,Ford,2.7L-4V,,0,0 - VIN decoded clean. Check Digit (9th position) is correct,,,Gasoline,,,,"Class 2E: 6,001 - 7,000 lb (2,722 - 3,175 kg)",,,,,,,FORD,460,"FORD MOTOR COMPANY, USA",976,F-150,1801,2018,Not Applicable,Not Applicable,Light Pickup,Ford,,,,F-Series pickup,,,,,,,,,,,KANSAS CITY,Kansas City,UNITED STATES (USA),MISSOURI,,,,,,,,Manual,,,,,,,,Direct,,,,Not Applicable,,Not Applicable,,,,,,1FTEW1EPXJKF02682*BA,,1FTEW1EP*JK,TRUCK ,,,,,,,
1799,Standard,,,,,,,1st Row (Driver and Passenger),,,1st and 2nd Rows,Standard,,,2,33650,,,,,,,,,,,,,,,,Crew/Super Crew/Crew Max,Pickup,,Hydraulic,Not Applicable,,Not Applicable,Standard,,,,,,,Not Applicable,Standard,,3500.0,213.58310433156,3.5,,4WD/4-Wheel Drive/4x4,,Standard,,Standard,,,V-Shaped,,6,365,,272.1805,Ford,3.5L GTDI,,0,0 - VIN decoded clean. Check Digit (9th position) is correct,,Stoichiometric Gasoline Direct Injection (SGDI),Gasoline,,,,"Class 2E: 6,001 - 7,000 lb (2,722 - 3,175 kg)",,,,,,,FORD,460,"FORD MOTOR COMPANY, USA",976,F-150,1801,2017,Not Applicable,Not Applicable,Light Pickup,Ford,,,,F-Series pickup,,,,,,,,,,,DEARBORN,Dearborn,UNITED STATES (USA),MICHIGAN,,,,,Standard,,,Manual,,,Standard,,,Left-Hand Drive (LHD),,Direct,110,,Standard,Not Applicable,,Not Applicable,,,SuperCrew,,,1FTEW1EG7HFA93642*BA,,1FTEW1EG*HF,TRUCK ,,,,,,4,
1800,Standard,,,,,,,1st Row (Driver and Passenger),,,1st and 2nd Rows,Standard,,,,,,,,,,,,,,,,,,,,Crew/Super Crew/Crew Max,Pickup,,Hydraulic,Not Applicable,,Not Applicable,,,,,,,,Not Applicable,Standard,,3500.0,213.58310433156,3.5,,4WD/4-Wheel Drive/4x4,,,,Standard,,,V-Shaped,,6,400,,298.2800,Ford,GTDI,,0,0 - VIN decoded clean. Check Digit (9th position) is correct,Standard,,Gasoline,,,,"Class 2E: 6,001 - 7,000 lb (2,722 - 3,175 kg)",,,,,,,FORD,460,"FORD MOTOR COMPANY, USA",976,F-150,1801,2022,Not Applicable,Not Applicable,Light Pickup,Ford,,,,F-Series pickup,,,,,,,,,,,DEARBORN,"Dearborn: Dearborn, Michigan",UNITED STATES (USA),MICHIGAN,,,,,,,,Manual,,,Standard,,,,,Direct,,,Standard,Not Applicable,,Not Applicable,,,SuperCrew,,Yes,1FTEW1E88NFB39645*BA,,1FTEW1E8*NF,TRUCK ,,,,,,,
1801,Standard,,,,,,,1st Row (Driver and Passenger),,,1st and 2nd Rows,Standard,,,,,,,,,,,,,,,,,,,,Crew/Super Crew/Crew Max,Pickup,,Hydraulic,Not Applicable,,Not Applicable,Standard,Standard,,,,,,Not Applicable,Standard,,5000.0,305.11872047366,5.0,,4WD/4-Wheel Drive/4x4,,Standard,,Standard,,,V-Shaped,,8,395,,294.5515,Ford,4V,,0,0 - VIN decoded clean. Check Digit (9th position) is correct,Standard,,Gasoline,,,,"Class 2F: 7,001 - 8,000 lb (3,175 - 3,629 kg)",,,,Standard,,,FORD,460,"FORD MOTOR COMPANY, USA",976,F-150,1801,2021,Not Applicable,Not Applicable,Light Pickup,Ford,,,,F-Series pickup,,,,,,,,,,Standard,DEARBORN,,UNITED STATES (USA),MICHIGAN,,,,,Standard,,,Manual,,,Standard,F-Series,,,,Direct,,,,Not Applicable,,Not Applicable,,,SuperCrew,,,1FTFW1E52MFB32103*BA,,1FTFW1E5*MF,TRUCK ,,,,,,,
1802,Standard,,,Standard,,,,1st Row (Driver and Passenger),,,1st and 2nd Rows,Standard,,,2,,,,,,,,,,,,,,,,,Crew/Super Crew/Crew Max,Pickup,,Hydraulic,Not Applicable,,Not Applicable,Standard,Standard,,,,,,Not Applicable,Standard,,2700.0,164.76410905577,2.7,,4x2,,Standard,,Standard,,,V-Shaped,,6,325,,242.3525,Ford,2.7L-4V,CD + Stereo,0,0 - VIN decoded clean. Check Digit (9th position) is correct,Standard,,Gasoline,,,,"Class 2E: 6,001 - 7,000 lb (2,722 - 3,175 kg)",,,,Optional,Optional,,FORD,460,"FORD MOTOR COMPANY, USA",976,F-150,1801,2019,Not Applicable,Not Applicable,Light Pickup,Ford,,,,F-Series pickup,,,,,,,,,,Standard,KANSAS CITY,Kansas City,UNITED STATES (USA),MISSOURI,,,,,Standard,,,Manual,2,6,Standard,,,Left-Hand Drive (LHD),,Direct,,,Standard,Not Applicable,,Not Applicable,,Automatic,,,,1FTEW1CP3KKF31350*BA,,1FTEW1CP*KK,TRUCK ,156.8,145.00,,17,17,4,
1803,Standard,,,Standard,,,,1st Row (Driver and Passenger),,,1st and 2nd Rows,Standard,,,2,,,,,,,,,,,,,,,,,Crew/Super Crew/Crew Max,Pickup,,Hydraulic,Not Applicable,,Not Applicable,Standard,Standard,,,,,,Not Applicable,Standard,,2700.0,164.76410905577,2.7,,4x2,,Standard,,Standard,,,V-Shaped,,6,325,,242.3525,Ford,2.7L-4V,CD + Stereo,0,0 - VIN decoded clean. Check Digit (9th position) is correct,Standard,,Gasoline,,,,"Class 2E: 6,001 - 7,000 lb (2,722 - 3,175 kg)",,,,Optional,Optional,,FORD,460,"FORD MOTOR COMPANY, USA",976,F-150,1801,2019,Not Applicable,Not Applicable,Light Pickup,Ford,,,,F-Series pickup,,,,,,,,,,Standard,DEARBORN,Dearborn,UNITED STATES (USA),MICHIGAN,,,,,Standard,,,Manual,2,6,Standard,,,Left-Hand Drive (LHD),,Direct,,,Standard,Not Applicable,,Not Applicable,,Automatic,,,,1FTEW1CP5KFA13507*BA,,1FTEW1CP*KF,TRUCK ,156.8,145.00,,17,17,4,
1804,,,,,,,,1st Row (Driver and Passenger),,,1st and 2nd Rows,,,,,,,,,,,,,,,,,,,,,Crew/Super Crew/Crew Max,Pickup,,Hydraulic,Not Applicable,,Not Applicable,,,,,,,,Not Applicable,,,3500.0,213.58310433156,3.5,,4WD/4-Wheel Drive/4x4,,,,,,,V-Shaped,,6,375.00,,279.637500,Ford,3.5L GTDI,,0,0 - VIN decoded clean. Check Digit (9th position) is correct,,Stoichiometric Gasoline Direct Injection (SGDI),Gasoline,,,,"Class 2E: 6,001 - 7,000 lb (2,722 - 3,175 kg)",,,,,,,FORD,460,"FORD MOTOR COMPANY, USA",976,F-150,1801,2018,Not Applicable,Not Applicable,Light Pickup,Ford,,,,F-Series pickup,,,,,,,,,,,DEARBORN,Dearborn,UNITED STATES (USA),MICHIGAN,,,,,,,,Manual,,,,,,,,Direct,,,,Not Applicable,,Not Applicable,,,,,,1FTEW1EG3JFA44122*BA,,1FTEW1EG*JF,TRUCK ,,,,,,,
1805,Standard,,,,,,,1st Row (Driver and Passenger),,,1st and 2nd Rows,Standard,,,2,,,,,,,,,,,,,,,,,Crew/Super Crew/Crew Max,Pickup,,Hydraulic,Not Applicable,,Not Applicable,Standard,Standard,,,,,,Not Applicable,Standard,,5000,305.1187204736,5,,4WD/4-Wheel Drive/4x4,,Standard,,Standard,,,V-Shaped,,8,395,,294.5515,Ford,5.0L 4V,,0,0 - VIN decoded clean. Check Digit (9th position) is correct,Standard,,Gasoline,,,,"Class 2E: 6,001 - 7,000 lb (2,722 - 3,175 kg)",,,,,,,FORD,460,"FORD MOTOR COMPANY, USA",976,F-150,1801,2020,Not Applicable,Not Applicable,Light Pickup,Ford,,,,F-Series pickup,,,Number of Seats: 5/6,,,,,,,Standard,KANSAS CITY,Kansas City,UNITED STATES (USA),MISSOURI,,,,,Standard,,,Manual,2,,Standard,,,Left-Hand Drive (LHD),,Direct,,,Standard,Not Applicable,,Not Applicable,,Automatic,,,,1FTEW1E55LKD96711*BA,,1FTEW1E5*LK,TRUCK ,,,,,,4,
1806,Standard,,,,,,,1st Row (Driver and Passenger),,,1st and 2nd Rows,Standard,,,2,,,,,,,,,,,,,,,,,Crew/Super Crew/Crew Max,Pickup,,Hydraulic,Not Applicable,,Not Applicable,Standard,Standard,,,,,,Not Applicable,Standard,,5000,305.1187204736,5,,4WD/4-Wheel Drive/4x4,,Standard,,Standard,,,V-Shaped,,8,395,,294.5515,Ford,5.0L 4V,,0,0 - VIN decoded clean. Check Digit (9th position) is correct,Standard,,Gasoline,,,,"Class 2E: 6,001 - 7,000 lb (2,722 - 3,175 kg)",,,,,,,FORD,460,"FORD MOTOR COMPANY, USA",976,F-150,1801,2020,Not Applicable,Not Applicable,Light Pickup,Ford,,,,F-Series pickup,,,Number of Seats: 5/6,,,,,,,Standard,DEARBORN,Dearborn,UNITED STATES (USA),MICHIGAN,,,,,Standard,,,Manual,2,,Standard,,,Left-Hand Drive (LHD),,Direct,,,Standard,Not Applicable,,Not Applicable,,Automatic,,,,1FTEW1E52LFA25949*BA,,1FTEW1E5*LF,TRUCK ,,,,,,4,
1807,Standard,,,,,,,1st Row (Driver and Passenger),,,1st and 2nd Rows,Standard,,,,,,,,,,,,,,,,,,,,Crew/Super Crew/Crew Max,Pickup,,Hydraulic,Not Applicable,,Not Applicable,,,,,,,,Not Applicable,Standard,,5000.0,305.11872047366,5.0,,4WD/4-Wheel Drive/4x4,,,,Standard,,,V-Shaped,,8,400,,298.2800,Ford,5.0L-4V,,0,0 - VIN decoded clean. Check Digit (9th position) is correct,Standard,,Gasoline,,,,"Class 2F: 7,001 - 8,000 lb (3,175 - 3,629 kg)",,,,,,,FORD,460,"FORD MOTOR COMPANY, USA",976,F-150,1801,2022,Not Applicable,Not Applicable,Light Pickup,Ford,,,,F-Series pickup,,,,,,,,,,,DEARBORN,"Dearborn: Dearborn, Michigan",UNITED STATES (USA),MICHIGAN,,,,,,,,Manual,,,Standard,,,,,Direct,,,Standard,Not Applicable,,Not Applicable,,,SuperCrew,,,1FTFW1E59NFA09772*BA,,1FTFW1E5*NF,TRUCK ,,,,,,,
1808,,,,,,,,1st Row (Driver and Passenger),,,1st and 2nd Rows,,,,,,,,,,,,,,,,,,,,,Crew/Super Crew/Crew Max,Pickup,,Hydraulic,Not Applicable,,Not Applicable,,,,,,,,Not Applicable,,,3500.0,213.58310433156,3.5,,4WD/4-Wheel Drive/4x4,,,,,,,V-Shaped,,6,365,,272.1805,Ford,,,0,0 - VIN decoded clean. Check Digit (9th position) is correct,,Stoichiometric Gasoline Direct Injection (SGDI),Gasoline,,,,"Class 2F: 7,001 - 8,000 lb (3,175 - 3,629 kg)",,,,,,,FORD,460,"FORD MOTOR COMPANY, USA",976,F-150,1801,2013,Not Applicable,Not Applicable,Light Pickup,Ford,,,,F-Series pickup,,,,,,,,,,,KANSAS CITY,,UNITED STATES (USA),MISSOURI,,,,,,,,Manual,,,,,,,,Direct,,,,Not Applicable,,Not Applicable,,,,,,1FTFW1ET5DKE01961*BA,,1FTFW1ET*DK,TRUCK ,,,,,,,
1809,Standard,,,,,,,1st Row (Driver and Passenger),,,1st and 2nd Rows,Standard,,,2,33650,,,,,,,,,,,,,,,,Crew/Super Crew/Crew Max,Pickup,,Hydraulic,Not Applicable,,Not Applicable,Standard,,,,,,,Not Applicable,Standard,,2700.0,164.76410905577,2.7,,4x2,,Standard,,Standard,,,V-Shaped,,6,325,,242.3525,Ford,2.7L-4V,,0,0 - VIN decoded clean. Check Digit (9th position) is correct,,,Gasoline,,,,"Class 2E: 6,001 - 7,000 lb (2,722 - 3,175 kg)",,,,,,,FORD,460,"FORD MOTOR COMPANY, USA",976,F-150,1801,2017,Not Applicable,Not Applicable,Light Pickup,Ford,,,,F-Series pickup,,,,,,,,,,,KANSAS CITY,Kansas City,UNITED STATES (USA),MISSOURI,,,,,Standard,,,Manual,,,Standard,,,Left-Hand Drive (LHD),,Direct,110,,Standard,Not Applicable,,Not Applicable,,,SuperCrew,,,1FTEW1CP1HKC33503*BA,,1FTEW1CP*HK,TRUCK ,,,,,,4,
1810,,,,,,,,1st Row (Driver and Passenger),,,1st and 2nd Rows,,,,,,,,,,,,,,,,,,,,,Crew/Super Crew/Crew Max,Pickup,,Hydraulic,Not Applicable,,Not Applicable,,,,,,,,Not Applicable,,,5000.0,305.11872047366,5.0,,4WD/4-Wheel Drive/4x4,,,,,,,V-Shaped,,8,,,,Ford,,,0,0 - VIN decoded clean. Check Digit (9th position) is correct,,,Gasoline,,,,"Class 2E: 6,001 - 7,000 lb (2,722 - 3,175 kg)",,,,,,,FORD,460,"FORD MOTOR COMPANY, USA",976,F-150,1801,2015,Not Applicable,Not Applicable,Light Pickup,Ford,,,,F-Series pickup,,,,,4V,,,,,,KANSAS CITY,Kansas City,UNITED STATES (USA),MISSOURI,,,,,,,,Manual,,,,,,,,,,,,Not Applicable,,Not Applicable,,,,,,1FTEW1EF5FKE82792*BA,,1FTEW1EF*FK,TRUCK ,,,,,,,
1811,Standard,,,Standard,,,,1st Row (Driver and Passenger),,,1st and 2nd Rows,Standard,,,2,,,,,,,,,,,,,,,,,Crew/Super Crew/Crew Max,Pickup,,Hydraulic,Not Applicable,,Not Applicable,Standard,Standard,,,,,,Not Applicable,Standard,,5000,305.1187204736,5,,4x2,,Standard,,Standard,,,V-Shaped,,8,395,,294.5515,Ford,5.0L 4V,CD + Stereo,0,0 - VIN decoded clean. Check Digit (9th position) is correct,Standard,,Gasoline,,,,"Class 2E: 6,001 - 7,000 lb (2,722 - 3,175 kg)",,,,Optional,Optional,,FORD,460,"FORD MOTOR COMPANY, USA",976,F-150,1801,2019,Not Applicable,Not Applicable,Light Pickup,Ford,,,,F-Series pickup,,,,,,,,,,Standard,DEARBORN,Dearborn,UNITED STATES (USA),MICHIGAN,,,,,Standard,,,Manual,2,6,Standard,,,Left-Hand Drive (LHD),,Direct,,,Standard,Not Applicable,,Not Applicable,,Automatic,,,,1FTEW1C58KFA13578*BA,,1FTEW1C5*KF,TRUCK ,156.8,145.00,,17,17,4,
1812,,,,,,,,1st Row (Driver and Passenger),,,1st and 2nd Rows,,,,,,,,,,,,,,,,,,,,,Crew/Super Crew/Crew Max,Pickup,,Hydraulic,Not Applicable,,Not Applicable,,,,,,,,Not Applicable,,,2700.0,164.76410905577,2.7,,4WD/4-Wheel Drive/4x4,,,,,,,V-Shaped,,6,,,,Ford,,,0,0 - VIN decoded clean. Check Digit (9th position) is correct,,,Gasoline,,,,"Class 2E: 6,001 - 7,000 lb (2,722 - 3,175 kg)",,,,,,,FORD,460,"FORD MOTOR COMPANY, USA",976,F-150,1801,2015,Not Applicable,Not Applicable,Light Pickup,Ford,,,,F-Series pickup,,,,,4V,,,,,,KANSAS CITY,Kansas City,UNITED STATES (USA),MISSOURI,,,,,,,,Manual,,,,,,,,,,,,Not Applicable,,Not Applicable,,,,,,1FTEW1EP9FKE58780*BA,,1FTEW1EP*FK,TRUCK ,,,,,,,
1813,,,,,,,,1st Row (Driver and Passenger),,,1st and 2nd Rows,,,,,,,,,,,,,,,,,,,,,Crew/Super Crew/Crew Max,Pickup,,Hydraulic,Not Applicable,,Not Applicable,,,,,,,,Not Applicable,,,3500.0,213.58310433156,3.5,,4WD/4-Wheel Drive/4x4,,,,,,,V-Shaped,,6,,,,Ford,,,0,0 - VIN decoded clean. Check Digit (9th position) is correct,,Stoichiometric Gasoline Direct Injection (SGDI),Gasoline,,,,"Class 2E: 6,001 - 7,000 lb (2,722 - 3,175 kg)",,,,,,,FORD,460,"FORD MOTOR COMPANY, USA",976,F-150,1801,2015,Not Applicable,Not Applicable,Light Pickup,Ford,,,,F-Series pickup,,,,,,,,,,,KANSAS CITY,Kansas City,UNITED STATES (USA),MISSOURI,,,,,,,,Manual,,,,,,,,,,,,Not Applicable,,Not Applicable,,,,,,1FTEW1EG6FKD41710*BA,,1FTEW1EG*FK,TRUCK ,,,,,,,
1814,Standard,,,Standard,,,,1st Row (Driver and Passenger),,,1st and 2nd Rows,Standard,,,2,,,,,,,,,,,,,,,,,Crew/Super Crew/Crew Max,Pickup,,Hydraulic,Not Applicable,,Not Applicable,Standard,Standard,,,,,,Not Applicable,Standard,,5000,305.1187204736,5,,4x2,,Standard,,Standard,,,V-Shaped,,8,395,,294.5515,Ford,5.0L 4V,CD + Stereo,0,0 - VIN decoded clean. Check Digit (9th position) is correct,Standard,,Gasoline,,,,"Class 2E: 6,001 - 7,000 lb (2,722 - 3,175 kg)",,,,Optional,Optional,,FORD,460,"FORD MOTOR COMPANY, USA",976,F-150,1801,2019,Not Applicable,Not Applicable,Light Pickup,Ford,,,,F-Series pickup,,,,,,,,,,Standard,KANSAS CITY,Kansas City,UNITED STATES (USA),MISSOURI,,,,,Standard,,,Manual,2,6,Standard,,,Left-Hand Drive (LHD),,Direct,,,Standard,Not Applicable,,Not Applicable,,Automatic,,,,1FTEW1C52KKD25418*BA,,1FTEW1C5*KK,TRUCK ,156.8,145.00,,17,17,4,
1815,Standard,,,,,,,1st Row (Driver and Passenger),,,1st and 2nd Rows,Standard,,,,,,,,,,,,,,,,,,,,Crew/Super Crew/Crew Max,Pickup,,Hydraulic,Not Applicable,,Not Applicable,Standard,Standard,,,,,,Not Applicable,Standard,,3500.0,213.58310433156,3.5,,4WD/4-Wheel Drive/4x4,,Standard,,Standard,,HEV (Hybrid Electric Vehicle) - Level Unknown,V-Shaped,,6,,,,Ford,HEV,,0,0 - VIN decoded clean. Check Digit (9th position) is correct,Standard,,Gasoline,Electric,,,"Class 2F: 7,001 - 8,000 lb (3,175 - 3,629 kg)",,,,Standard,,,FORD,460,"FORD MOTOR COMPANY, USA",976,F-150,1801,2021,Not Applicable,Not Applicable,Light Pickup,Ford,,,,F-Series pickup,,,,,,,,,,Standard,DEARBORN,,UNITED STATES (USA),MICHIGAN,,,,,Standard,,,Manual,,,Standard,F-Series,,,,Direct,,,,Not Applicable,,Not Applicable,,,SuperCrew,,,1FTFW1ED7MFC03626*BA,,1FTFW1ED*MF,TRUCK ,,,,,,,
1816,Standard,,,,,,,1st Row (Driver and Passenger),,,1st and 2nd Rows,Standard,,,,,,,,,,,,,,,,,,,,Crew/Super Crew/Crew Max,Pickup,,Hydraulic,Not Applicable,,Not Applicable,Standard,Standard,,,,,,Not Applicable,Standard,,2700.0,164.76410905577,2.7,,4WD/4-Wheel Drive/4x4,,Standard,,Standard,,,V-Shaped,,6,325,,242.3525,Ford,4V,,0,0 - VIN decoded clean. Check Digit (9th position) is correct,Standard,,Gasoline,,,,"Class 2E: 6,001 - 7,000 lb (2,722 - 3,175 kg)",,,,Standard,,,FORD,460,"FORD MOTOR COMPANY, USA",976,F-150,1801,2021,Not Applicable,Not Applicable,Light Pickup,Ford,,,,F-Series pickup,,,,,,,,,,Standard,KANSAS CITY: CLAYCOMO,,UNITED STATES (USA),MISSOURI,,,,,Standard,,,Manual,,,Standard,F-Series,,,,Direct,,,,Not Applicable,,Not Applicable,,,SuperCrew,,,1FTEW1EP0MKD48097*BA,,1FTEW1EP*MK,TRUCK ,,,,,,,
1817,Standard,,,,,,,1st Row (Driver and Passenger),,,1st and 2nd Rows,Standard,,,2,33650,,,,,,,,,,,,,,,,Crew/Super Crew/Crew Max,Pickup,,Hydraulic,Not Applicable,,Not Applicable,Standard,,,,,,,Not Applicable,Standard,,3500.0,213.58310433156,3.5,,4WD/4-Wheel Drive/4x4,,Standard,,Standard,,,V-Shaped,,6,365,,272.1805,Ford,3.5L GTDI,,0,0 - VIN decoded clean. Check Digit (9th position) is correct,,Stoichiometric Gasoline Direct Injection (SGDI),Gasoline,,,,"Class 2E: 6,001 - 7,000 lb (2,722 - 3,175 kg)",,,,,,,FORD,460,"FORD MOTOR COMPANY, USA",976,F-150,1801,2017,Not Applicable,Not Applicable,Light Pickup,Ford,,,,F-Series pickup,,,,,,,,,,,DEARBORN,Dearborn,UNITED STATES (USA),MICHIGAN,,,,,Standard,,,Manual,,,Standard,,,Left-Hand Drive (LHD),,Direct,110,,Standard,Not Applicable,,Not Applicable,,,SuperCrew,,,1FTEW1EG2HFA18475*BA,,1FTEW1EG*HF,TRUCK ,,,,,,4,
1818,Standard,,,,,,,1st Row (Driver and Passenger),,,1st and 2nd Rows,Standard,,,,,,,,,,,,,,,,,,,,Crew/Super Crew/Crew Max,Pickup,,Hydraulic,Not Applicable,,Not Applicable,Standard,Standard,,,,,,Not Applicable,Standard,,3500.0,213.58310433156,3.5,,4WD/4-Wheel Drive/4x4,,Standard,,Standard,,HEV (Hybrid Electric Vehicle) - Level Unknown,V-Shaped,,6,,,,Ford,HEV,,0,0 - VIN decoded clean. Check Digit (9th position) is correct,Standard,,Gasoline,Electric,,,"Class 2F: 7,001 - 8,000 lb (3,175 - 3,629 kg)",,,,Standard,,,FORD,460,"FORD MOTOR COMPANY, USA",976,F-150,1801,2021,Not Applicable,Not Applicable,Light Pickup,Ford,,,,F-Series pickup,,,,,,,,,,Standard,DEARBORN,,UNITED STATES (USA),MICHIGAN,,,,,Standard,,,Manual,,,Standard,F-Series,,,,Direct,,,,Not Applicable,,Not Applicable,,,SuperCrew,,,1FTFW1ED3MFA85543*BA,,1FTFW1ED*MF,TRUCK ,,,,,,,
1819,Standard,,,,,,,1st Row (Driver and Passenger),,,1st and 2nd Rows,Standard,,,,,,,,,,,,,,,,,,,,Crew/Super Crew/Crew Max,Pickup,,Hydraulic,Not Applicable,,Not Applicable,Standard,Standard,,,,,,Not Applicable,Standard,,2700.0,164.76410905577,2.7,,4WD/4-Wheel Drive/4x4,,Standard,,Standard,,,V-Shaped,,6,325,,242.3525,Ford,4V,,0,0 - VIN decoded clean. Check Digit (9th position) is correct,Standard,,Gasoline,,,,"Class 2E: 6,001 - 7,000 lb (2,722 - 3,175 kg)",,,,Standard,,,FORD,460,"FORD MOTOR COMPANY, USA",976,F-150,1801,2021,Not Applicable,Not Applicable,Light Pickup,Ford,,,,F-Series pickup,,,,,,,,,,Standard,DEARBORN,,UNITED STATES (USA),MICHIGAN,,,,,Standard,,,Manual,,,Standard,F-Series,,,,Direct,,,,Not Applicable,,Not Applicable,,,SuperCrew,,,1FTEW1EP3MFB86233*BA,,1FTEW1EP*MF,TRUCK ,,,,,,,
